Sentence #,Word,POS,Tag
,deli,Ncmpn,O
,kraškega,Agpmsg,O
,reliefa,Ncmsg,O
,in,Cc,O
,predstavljajo,Vmpr3p,O
,najpogostejši,Agsmsay,B-HAS_ATTRIBUTE
,tip,Ncmsan,I-HAS_ATTRIBUTE
,kraške,Agpfsg,I-HAS_ATTRIBUTE
,vzpetine,Ncfsg,I-HAS_ATTRIBUTE
,.,Z,O
Sentence: 564,Kopasti,Agpmpn,B-DEFINIENDUM
,vrhovi,Ncmpn,I-DEFINIENDUM
,so,Va-r3p-n,O
,višji,Agcmpn,B-HAS_FORM
,deli,Ncmpn,I-HAS_FORM
,kraškega,Agpmsg,I-HAS_FORM
,reliefa,Ncmsg,I-HAS_FORM
,in,Cc,O
,predstavljajo,Vmpr3p,O
,najpogostejši,Agsmsay,O
,tip,Ncmsan,O
,kraške,Agpfsg,O
,vzpetine,Ncfsg,O
,.,Z,O
Sentence: 565,Fluviokras,Npmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,O
,kraškega,Agpnsg,O
,površja,Ncnsg,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,v,Sl,O
,veliki,Agpfsl,O
,meri,Ncfsl,O
,razrezano,Appnsn,O
,z,Si,O
,dolinami,Ncfpi,B-CONTAINS
,",",Z,O
,večina,Ncfsn,O
,katerih,Pq-mpg,O
,ima,Vmpr3s-n,O
,svoje,Px-mpa,O
,začetne,Agpmpa,O
,dele,Ncmpa,O
,na,Sl,O
,krasu,Ncmsl,O
,.,Z,O
,dolinami,Ncfpi,O
Sentence: 566,Fluviokras,Npmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,B-GENUS
,kraškega,Agpnsg,I-GENUS
,površja,Ncnsg,I-GENUS
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,v,Sl,O
,veliki,Agpfsl,O
,meri,Ncfsl,O
,razrezano,Appnsn,O
,z,Si,O
,dolinami,Ncfpi,O
,",",Z,O
,večina,Ncfsn,O
,katerih,Pq-mpg,O
,ima,Vmpr3s-n,O
,svoje,Px-mpa,O
,začetne,Agpmpa,O
,dele,Ncmpa,O
,na,Sl,O
,krasu,Ncmsl,O
,.,Z,O
,dolinami,Ncfpi,O
Sentence: 567,Fluviokras,Npmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,O
,kraškega,Agpnsg,O
,površja,Ncnsg,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,B-HAS_FORM
,v,Sl,I-HAS_FORM
,veliki,Agpfsl,I-HAS_FORM
,meri,Ncfsl,I-HAS_FORM
,razrezano,Appnsn,I-HAS_FORM
,z,Si,I-HAS_FORM
,dolinami,Ncfpi,I-HAS_FORM
,",",Z,I-HAS_FORM
,večina,Ncfsn,I-HAS_FORM
,katerih,Pq-mpg,I-HAS_FORM
,ima,Vmpr3s-n,I-HAS_FORM
,svoje,Px-mpa,I-HAS_FORM
,začetne,Agpmpa,I-HAS_FORM
,dele,Ncmpa,I-HAS_FORM
,na,Sl,I-HAS_FORM
,krasu,Ncmsl,I-HAS_FORM
,.,Z,O
,dolinami,Ncfpi,O
Sentence: 568,Dolec,Ncfsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,plitva,Agpfsn,O
,dolinasta,Agpfsn,O
,reliefna,Agpfsn,B-GENUS
,oblika,Ncfsn,I-GENUS
,na,Sl,O
,pobočju,Ncnsl,O
,in,Cc,O
,brez,Sg,O
,površinskega,Agpnsg,O
,vodnega,Agpnsg,O
,pretakanja,Ncnsg,O
,.,Z,O
Sentence: 569,Dolec,Ncfsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,plitva,Agpfsn,O
,dolinasta,Agpfsn,O
,reliefna,Agpfsn,O
,oblika,Ncfsn,O
,na,Sl,O
,pobočju,Ncnsl,O
,in,Cc,O
,brez,Sg,B-HAS_ATTRIBUTE
,površinskega,Agpnsg,I-HAS_ATTRIBUTE
,vodnega,Agpnsg,I-HAS_ATTRIBUTE
,pretakanja,Ncnsg,I-HAS_ATTRIBUTE
,.,Z,O
Sentence: 570,Dolec,Ncfsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,plitva,Agpfsn,B-HAS_FORM
,dolinasta,Agpfsn,I-HAS_FORM
,reliefna,Agpfsn,I-HAS_FORM
,oblika,Ncfsn,I-HAS_FORM
,na,Sl,O
,pobočju,Ncnsl,O
,in,Cc,O
,brez,Sg,O
,površinskega,Agpnsg,O
,vodnega,Agpnsg,O
,pretakanja,Ncnsg,O
,.,Z,O
Sentence: 571,Dolec,Ncfsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,plitva,Agpfsn,O
,dolinasta,Agpfsn,O
,reliefna,Agpfsn,O
,oblika,Ncfsn,O
,na,Sl,B-HAS_LOCATION
,pobočju,Ncnsl,I-HAS_LOCATION
,in,Cc,O
,brez,Sg,O
,površinskega,Agpnsg,O
,vodnega,Agpnsg,O
,pretakanja,Ncnsg,O
,.,Z,O
Sentence: 572,Kopasti,Agpmpn,B-DEFINIENDUM
,vrhovi,Ncmpn,I-DEFINIENDUM
,so,Va-r3p-n,O
,najpogostejši,Agsmsny,O
,tip,Ncmsn,O
,kraške,Agpfsg,B-GENUS
,vzpetine,Ncfsg,I-GENUS
,",",Z,O
,ponavadi,Rgp,O
,se,Px------y,O
,pojavljajo,Vmpr3p,O
,med,Si,O
,različnimi,Agpfpi,O
,depresijskimi,Agpfpi,O
,oblikami,Ncfpi,O
,.,Z,O
Sentence: 573,Kopasti,Agpmpn,B-DEFINIENDUM
,vrhovi,Ncmpn,I-DEFINIENDUM
,so,Va-r3p-n,O
,najpogostejši,Agsmsny,O
,tip,Ncmsn,O
,kraške,Agpfsg,O
,vzpetine,Ncfsg,O
,",",Z,O
,ponavadi,Rgp,O
,se,Px------y,B-HAS_LOCATION
,pojavljajo,Vmpr3p,I-HAS_LOCATION
,med,Si,I-HAS_LOCATION
,različnimi,Agpfpi,I-HAS_LOCATION
,depresijskimi,Agpfpi,I-HAS_LOCATION
,oblikami,Ncfpi,I-HAS_LOCATION
,.,Z,O
Sentence: 574,Fluviokras,Npmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,B-GENUS
,kraškega,Agpnsg,I-GENUS
,površja,Ncnsg,I-GENUS
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,razrezano,Appnsn,O
,z,Si,O
,rečnimi,Agpfpi,O
,dolinami,Ncfpi,O
,",",Z,O
,večina,Ncfsn,O
,njihovih,Ps3mpgp,O
,začetnih,Agpmpg,O
,delov,Ncmpg,O
,pa,Cc,O
,je,Va-r3s-n,O
,na,Sl,O
,krasu,Ncmsl,O
,.,Z,O
Sentence: 575,Fluviokras,Npmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,O
,kraškega,Agpnsg,O
,površja,Ncnsg,O
,",",Z,O
,ki,Cs,B-HAS_FORM
,je,Va-r3s-n,I-HAS_FORM
,razrezano,Appnsn,I-HAS_FORM
,z,Si,I-HAS_FORM
,rečnimi,Agpfpi,I-HAS_FORM
,dolinami,Ncfpi,I-HAS_FORM
,",",Z,O
,večina,Ncfsn,O
,njihovih,Ps3mpgp,O
,začetnih,Agpmpg,O
,delov,Ncmpg,O
,pa,Cc,O
,je,Va-r3s-n,O
,na,Sl,O
,krasu,Ncmsl,O
,.,Z,O
Sentence: 576,Fluviokras,Npmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,O
,kraškega,Agpnsg,O
,površja,Ncnsg,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,razrezano,Appnsn,O
,z,Si,O
,rečnimi,Agpfpi,O
,dolinami,Ncfpi,O
,",",Z,O
,večina,Ncfsn,B-HAS_LOCATION
,njihovih,Ps3mpgp,I-HAS_LOCATION
,začetnih,Agpmpg,I-HAS_LOCATION
,delov,Ncmpg,I-HAS_LOCATION
,pa,Cc,I-HAS_LOCATION
,je,Va-r3s-n,I-HAS_LOCATION
,na,Sl,I-HAS_LOCATION
,krasu,Ncmsl,I-HAS_LOCATION
,.,Z,O
Sentence: 577,Kraška,Agpnpn,B-DEFINIENDUM
,polja,Ncnpn,I-DEFINIENDUM
,so,Va-r3p-n,O
,površinska,Agpfsn,B-GENUS
,kraška,Agpfsn,I-GENUS
,oblika,Ncfsn,I-GENUS
,.,Z,O
Sentence: 578,Kontaktni,Agpmsny,B-DEFINIENDUM
,kras,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,območje,Ncnsn,O
,",",Z,O
,kjer,Cs,O
,se,Px------y,O
,prepletata,Vmpr3d,O
,fluvialni,Agpmsny,O
,in,Cc,O
,kraški,Agpmsny,O
,geomorfni,Agpmsny,O
,sistem,Ncmsn,O
,na,Sl,B-COMPOSITION_MEDIUM
,stiku,Ncmsl,I-COMPOSITION_MEDIUM
,kraških,Agpfpg,I-COMPOSITION_MEDIUM
,in,Cc,I-COMPOSITION_MEDIUM
,nekraških,Agpfpg,I-COMPOSITION_MEDIUM
,kamnin,Ncfpg,I-COMPOSITION_MEDIUM
,.,Z,O
,se,Px------y,O
,prepletata,Vmpr3d,O
,fluvialni,Agpmsny,O
,in,Cc,O
,kraški,Agpmsny,O
,geomorfni,Agpmsny,O
,sistem,Ncmsn,O
Sentence: 579,Kontaktni,Agpmsny,B-DEFINIENDUM
,kras,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,območje,Ncnsn,O
,",",Z,O
,kjer,Cs,O
,se,Px------y,B-CONTAINS
,prepletata,Vmpr3d,I-CONTAINS
,fluvialni,Agpmsny,I-CONTAINS
,in,Cc,I-CONTAINS
,kraški,Agpmsny,I-CONTAINS
,geomorfni,Agpmsny,I-CONTAINS
,sistem,Ncmsn,I-CONTAINS
,na,Sl,O
,stiku,Ncmsl,O
,kraških,Agpfpg,O
,in,Cc,O
,nekraških,Agpfpg,O
,kamnin,Ncfpg,O
,.,Z,O
,se,Px------y,O
,prepletata,Vmpr3d,O
,fluvialni,Agpmsny,O
,in,Cc,O
,kraški,Agpmsny,O
,geomorfni,Agpmsny,O
,sistem,Ncmsn,O
Sentence: 580,Kontaktni,Agpmsny,B-DEFINIENDUM
,kras,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,območje,Ncnsn,B-GENUS
,",",Z,O
,kjer,Cs,O
,se,Px------y,O
,prepletata,Vmpr3d,O
,fluvialni,Agpmsny,O
,in,Cc,O
,kraški,Agpmsny,O
,geomorfni,Agpmsny,O
,sistem,Ncmsn,O
,na,Sl,O
,stiku,Ncmsl,O
,kraških,Agpfpg,O
,in,Cc,O
,nekraških,Agpfpg,O
,kamnin,Ncfpg,O
,.,Z,O
,se,Px------y,O
,prepletata,Vmpr3d,O
,fluvialni,Agpmsny,O
,in,Cc,O
,kraški,Agpmsny,O
,geomorfni,Agpmsny,O
,sistem,Ncmsn,O
Sentence: 581,Kontaktni,Agpmsny,B-DEFINIENDUM
,kras,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,območje,Ncnsn,O
,",",Z,O
,kjer,Cs,B-HAS_ATTRIBUTE
,se,Px------y,I-HAS_ATTRIBUTE
,prepletata,Vmpr3d,I-HAS_ATTRIBUTE
,fluvialni,Agpmsny,I-HAS_ATTRIBUTE
,in,Cc,I-HAS_ATTRIBUTE
,kraški,Agpmsny,I-HAS_ATTRIBUTE
,geomorfni,Agpmsny,I-HAS_ATTRIBUTE
,sistem,Ncmsn,I-HAS_ATTRIBUTE
,na,Sl,O
,stiku,Ncmsl,O
,kraških,Agpfpg,O
,in,Cc,O
,nekraških,Agpfpg,O
,kamnin,Ncfpg,O
,.,Z,O
,se,Px------y,O
,prepletata,Vmpr3d,O
,fluvialni,Agpmsny,O
,in,Cc,O
,kraški,Agpmsny,O
,geomorfni,Agpmsny,O
,sistem,Ncmsn,O
Sentence: 582,Jame,Ncfpa,B-GENUS_rev
,kontaktnega,Agpmsg,I-GENUS_rev
,krasa,Ncmsg,I-GENUS_rev
,pogostno,Rgp,O
,imenujemo,Vmbr1p,O
,paragenetske,Agpfpn,B-DEFINIENDUM
,jame,Ncfpn,I-DEFINIENDUM
,ali,Cc,O
,tudi,Q,O
,epifreatične,Agpfpn,O
,jame,Ncfpn,O
,.,Z,O
Sentence: 583,Jame,Ncfpa,B-GENUS_rev
,kontaktnega,Agpmsg,I-GENUS_rev
,krasa,Ncmsg,I-GENUS_rev
,pogostno,Rgp,O
,imenujemo,Vmbr1p,O
,paragenetske,Agpfpn,O
,jame,Ncfpn,O
,ali,Cc,O
,tudi,Q,O
,epifreatične,Agpfpn,B-DEFINIENDUM
,jame,Ncfpn,I-DEFINIENDUM
,.,Z,O
Sentence: 584,Zatrepna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,površinska,Agpfsn,O
,oblika,Ncfsn,O
,izvirnega,Agpmsg,O
,kontaktnega,Agpmsg,B-COMPOSITION_MEDIUM
,krasa,Ncmsg,I-COMPOSITION_MEDIUM
,",",Z,O
,ki,Cs,O
,nastane,Vmer3s,O
,na,Sl,O
,območju,Ncnsl,O
,izvirov,Ncmpg,O
,",",Z,O
,kjer,Cs,O
,vode,Ncfpn,O
,pritekajo,Vmpr3p,O
,iz,Sg,O
,kraške,Agpfsg,O
,kamnine,Ncfsg,O
,.,Z,O
Sentence: 585,Zatrepna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,površinska,Agpfsn,B-GENUS
,oblika,Ncfsn,I-GENUS
,izvirnega,Agpmsg,O
,kontaktnega,Agpmsg,O
,krasa,Ncmsg,O
,",",Z,O
,ki,Cs,O
,nastane,Vmer3s,O
,na,Sl,O
,območju,Ncnsl,O
,izvirov,Ncmpg,O
,",",Z,O
,kjer,Cs,O
,vode,Ncfpn,O
,pritekajo,Vmpr3p,O
,iz,Sg,O
,kraške,Agpfsg,O
,kamnine,Ncfsg,O
,.,Z,O
Sentence: 586,Zatrepna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,površinska,Agpfsn,O
,oblika,Ncfsn,O
,izvirnega,Agpmsg,O
,kontaktnega,Agpmsg,O
,krasa,Ncmsg,O
,",",Z,O
,ki,Cs,O
,nastane,Vmer3s,O
,na,Sl,O
,območju,Ncnsl,O
,izvirov,Ncmpg,O
,",",Z,O
,kjer,Cs,B-HAS_CAUSE
,vode,Ncfpn,I-HAS_CAUSE
,pritekajo,Vmpr3p,I-HAS_CAUSE
,iz,Sg,I-HAS_CAUSE
,kraške,Agpfsg,I-HAS_CAUSE
,kamnine,Ncfsg,I-HAS_CAUSE
,.,Z,O
Sentence: 587,Zatrepna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,površinska,Agpfsn,O
,oblika,Ncfsn,O
,izvirnega,Agpmsg,O
,kontaktnega,Agpmsg,O
,krasa,Ncmsg,O
,",",Z,O
,ki,Cs,B-HAS_LOCATION
,nastane,Vmer3s,I-HAS_LOCATION
,na,Sl,I-HAS_LOCATION
,območju,Ncnsl,I-HAS_LOCATION
,izvirov,Ncmpg,I-HAS_LOCATION
,",",Z,O
,kjer,Cs,O
,vode,Ncfpn,O
,pritekajo,Vmpr3p,O
,iz,Sg,O
,kraške,Agpfsg,O
,kamnine,Ncfsg,O
,.,Z,O
Sentence: 588,Zatrepna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,površinska,Agpfsn,B-HAS_LOCATION
,oblika,Ncfsn,I-HAS_LOCATION
,izvirnega,Agpmsg,O
,kontaktnega,Agpmsg,O
,krasa,Ncmsg,O
,",",Z,O
,ki,Cs,O
,nastane,Vmer3s,O
,na,Sl,O
,območju,Ncnsl,O
,izvirov,Ncmpg,O
,",",Z,O
,kjer,Cs,O
,vode,Ncfpn,O
,pritekajo,Vmpr3p,O
,iz,Sg,O
,kraške,Agpfsg,O
,kamnine,Ncfsg,O
,.,Z,O
Sentence: 589,Iztek,Ncmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,končni,Agpmsny,O
,del,Ncmsn,B-GENUS
,zatrepne,Agpfsg,I-GENUS
,doline,Ncfsg,I-GENUS
,.,Z,O
Sentence: 590,Iztek,Ncmsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,končni,Agpmsny,B-HAS_LOCATION
,del,Ncmsn,I-HAS_LOCATION
,zatrepne,Agpfsg,I-HAS_LOCATION
,doline,Ncfsg,I-HAS_LOCATION
,.,Z,O
Sentence: 591,Kontaktni,Agpmsny,B-DEFINIENDUM
,kras,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,O
,reliefa,Ncmsg,O
,",",Z,O
,značilen,Agpmsnn,O
,za,Sa,O
,stik,Ncmsan,B-COMPOSITION_MEDIUM
,med,Si,I-COMPOSITION_MEDIUM
,kraškimi,Agpfpi,I-COMPOSITION_MEDIUM
,in,Cc,I-COMPOSITION_MEDIUM
,nekraškimi,Agpfpi,I-COMPOSITION_MEDIUM
,kamninami,Ncfpi,I-COMPOSITION_MEDIUM
,.,Z,O
Sentence: 592,Kontaktni,Agpmsny,B-DEFINIENDUM
,kras,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,tip,Ncmsn,B-GENUS
,reliefa,Ncmsg,I-GENUS
,",",Z,O
,značilen,Agpmsnn,O
,za,Sa,O
,stik,Ncmsan,O
,med,Si,O
,kraškimi,Agpfpi,O
,in,Cc,O
,nekraškimi,Agpfpi,O
,kamninami,Ncfpi,O
,.,Z,O
Sentence: 593,Ponorna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,depresijska,Agpfsn,O
,oblika,Ncfsn,O
,",",Z,O
,ki,Cs,O
,jo,Pp3fsa--y,O
,izoblikujejo,Vmer3p,O
,ponikalnice,Ncfpn,O
,v,Sl,O
,krasu,Ncmsl,O
,",",Z,O
,vendar,Cc,O
,je,Va-r3s-n,O
,dominantna,Agpfsn,O
,vloga,Ncfsn,O
,vrezovanje,Ncnsn,O
,potoka,Ncmsg,O
,",",Z,O
,zato,Cc,O
,je,Va-r3s-n,O
,vidnih,Agpfpg,O
,le,Q,O
,malo,Rgp,O
,kraških,Agpfpg,O
,potez,Ncfpg,O
,(,Z,O
,predvsem,Q,B-CONTAINS
,kraški,Agpmsny,I-CONTAINS
,ponor,Ncmsn,I-CONTAINS
,in,Cc,I-CONTAINS
,dobro,Rgp,I-CONTAINS
,prevodni,Agpmpn,I-CONTAINS
,kanali,Ncmpn,I-CONTAINS
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,O
,sposobni,Agpmpn,O
,odvajati,Vmpn,O
,vso,Pg-fsa,O
,alogeno,Agpfsa,O
,vodo,Ncfsa,O
,),Z,O
,.,Z,O
Sentence: 594,Ponorna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,depresijska,Agpfsn,B-GENUS
,oblika,Ncfsn,I-GENUS
,",",Z,O
,ki,Cs,O
,jo,Pp3fsa--y,O
,izoblikujejo,Vmer3p,O
,ponikalnice,Ncfpn,O
,v,Sl,O
,krasu,Ncmsl,O
,",",Z,O
,vendar,Cc,O
,je,Va-r3s-n,O
,dominantna,Agpfsn,O
,vloga,Ncfsn,O
,vrezovanje,Ncnsn,O
,potoka,Ncmsg,O
,",",Z,O
,zato,Cc,O
,je,Va-r3s-n,O
,vidnih,Agpfpg,O
,le,Q,O
,malo,Rgp,O
,kraških,Agpfpg,O
,potez,Ncfpg,O
,(,Z,O
,predvsem,Q,O
,kraški,Agpmsny,O
,ponor,Ncmsn,O
,in,Cc,O
,dobro,Rgp,O
,prevodni,Agpmpn,O
,kanali,Ncmpn,O
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,O
,sposobni,Agpmpn,O
,odvajati,Vmpn,O
,vso,Pg-fsa,O
,alogeno,Agpfsa,O
,vodo,Ncfsa,O
,),Z,O
,.,Z,O
Sentence: 595,Ponorna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,depresijska,Agpfsn,O
,oblika,Ncfsn,O
,",",Z,O
,ki,Cs,O
,jo,Pp3fsa--y,B-HAS_CAUSE
,izoblikujejo,Vmer3p,I-HAS_CAUSE
,ponikalnice,Ncfpn,I-HAS_CAUSE
,v,Sl,I-HAS_CAUSE
,krasu,Ncmsl,I-HAS_CAUSE
,",",Z,O
,vendar,Cc,O
,je,Va-r3s-n,O
,dominantna,Agpfsn,O
,vloga,Ncfsn,O
,vrezovanje,Ncnsn,O
,potoka,Ncmsg,O
,",",Z,O
,zato,Cc,O
,je,Va-r3s-n,O
,vidnih,Agpfpg,O
,le,Q,O
,malo,Rgp,O
,kraških,Agpfpg,O
,potez,Ncfpg,O
,(,Z,O
,predvsem,Q,O
,kraški,Agpmsny,O
,ponor,Ncmsn,O
,in,Cc,O
,dobro,Rgp,O
,prevodni,Agpmpn,O
,kanali,Ncmpn,O
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,O
,sposobni,Agpmpn,O
,odvajati,Vmpn,O
,vso,Pg-fsa,O
,alogeno,Agpfsa,O
,vodo,Ncfsa,O
,),Z,O
,.,Z,O
Sentence: 596,Ponorna,Agpfsn,B-DEFINIENDUM
,dolina,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,depresijska,Agpfsn,O
,oblika,Ncfsn,O
,",",Z,O
,ki,Cs,O
,jo,Pp3fsa--y,O
,izoblikujejo,Vmer3p,O
,ponikalnice,Ncfpn,O
,v,Sl,O
,krasu,Ncmsl,O
,",",Z,O
,vendar,Cc,O
,je,Va-r3s-n,O
,dominantna,Agpfsn,O
,vloga,Ncfsn,O
,vrezovanje,Ncnsn,O
,potoka,Ncmsg,O
,",",Z,O
,zato,Cc,O
,je,Va-r3s-n,O
,vidnih,Agpfpg,B-HAS_FORM
,le,Q,I-HAS_FORM
,malo,Rgp,I-HAS_FORM
,kraških,Agpfpg,I-HAS_FORM
,potez,Ncfpg,I-HAS_FORM
,(,Z,O
,predvsem,Q,O
,kraški,Agpmsny,O
,ponor,Ncmsn,O
,in,Cc,O
,dobro,Rgp,O
,prevodni,Agpmpn,O
,kanali,Ncmpn,O
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,O
,sposobni,Agpmpn,O
,odvajati,Vmpn,O
,vso,Pg-fsa,O
,alogeno,Agpfsa,O
,vodo,Ncfsa,O
,),Z,O
,.,Z,O
Sentence: 597,Fluvisoli,Ncmpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,obrečne,Agpfpn,O
,prsti,Ncfpn,O
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,B-COMPOSITION_MEDIUM
,se,Px------y,I-COMPOSITION_MEDIUM
,razvile,Vmep-pf,I-COMPOSITION_MEDIUM
,na,Sl,I-COMPOSITION_MEDIUM
,rečnih,Agpfpl,I-COMPOSITION_MEDIUM
,naplavinah,Ncfpl,I-COMPOSITION_MEDIUM
,.,Z,O
Sentence: 598,Fluvisoli,Ncmpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,obrečne,Agpfpn,B-GENUS
,prsti,Ncfpn,I-GENUS
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,O
,se,Px------y,O
,razvile,Vmep-pf,O
,na,Sl,O
,rečnih,Agpfpl,O
,naplavinah,Ncfpl,O
,.,Z,O
Sentence: 599,Rečna,Agpfsn,B-DEFINIENDUM
,struga,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,reliefna,Agpfsn,B-GENUS
,oblika,Ncfsn,I-GENUS
,",",Z,O
,ki,Cs,O
,nastane,Vmer3s,O
,z,Si,O
,neposrednim,Agpnsi,O
,delovanjem,Ncnsi,O
,tekoče,Appfsg,O
,vode,Ncfsg,O
,.,Z,O
Sentence: 600,Rečna,Agpfsn,B-DEFINIENDUM
,struga,Ncfsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,reliefna,Agpfsn,O
,oblika,Ncfsn,O
,",",Z,O
,ki,Cs,B-HAS_CAUSE
,nastane,Vmer3s,I-HAS_CAUSE
,z,Si,I-HAS_CAUSE
,neposrednim,Agpnsi,I-HAS_CAUSE
,delovanjem,Ncnsi,I-HAS_CAUSE
,tekoče,Appfsg,I-HAS_CAUSE
,vode,Ncfsg,I-HAS_CAUSE
,.,Z,O
Sentence: 601,Kraški,Agpmsny,B-DEFINIENDUM
,izvir,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,naravni,Agpmsny,O
,iztok,Ncmsn,B-GENUS
,kraške,Agpfsg,O
,vode,Ncfsg,O
,na,Sa,O
,površje,Ncnsa,O
,.,Z,O
Sentence: 602,Kraški,Agpmsny,B-DEFINIENDUM
,izvir,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,naravni,Agpmsny,B-HAS_CAUSE
,iztok,Ncmsn,O
,kraške,Agpfsg,O
,vode,Ncfsg,O
,na,Sa,O
,površje,Ncnsa,O
,.,Z,O
Sentence: 603,Stropne,Agpfpn,B-DEFINIENDUM
,kotlice,Ncfpn,I-DEFINIENDUM
,so,Va-r3p-n,O
,posledica,Ncfsn,B-HAS_CAUSE
,delovanja,Ncnsg,I-HAS_CAUSE
,kondenzne,Agpfsg,I-HAS_CAUSE
,vode,Ncfsg,I-HAS_CAUSE
,na,Sa,I-HAS_CAUSE
,kamnino,Ncfsa,I-HAS_CAUSE
,.,Z,O
Sentence: 604,Kraški,Agpmsny,B-DEFINIENDUM
,vodonosnik,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,masa,Ncfsn,B-GENUS
,apnenca,Ncmsg,I-GENUS
,",",Z,O
,ki,Cs,O
,zadržuje,Vmpr3s,O
,vodo,Ncfsa,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,steka,Vmpr3s,O
,s,Sg,O
,kraškega,Agpnsg,O
,površja,Ncnsg,O
,v,Sa,O
,podzemlje,Ncnsa,O
,.,Z,O
Sentence: 605,Kraški,Agpmsny,B-DEFINIENDUM
,vodonosnik,Ncmsn,I-DEFINIENDUM
,je,Va-r3s-n,O
,masa,Ncfsn,O
,apnenca,Ncmsg,O
,",",Z,O
,ki,Cs,B-HAS_FUNCTION
,zadržuje,Vmpr3s,I-HAS_FUNCTION
,vodo,Ncfsa,I-HAS_FUNCTION
,",",Z,I-HAS_FUNCTION
,ki,Cs,I-HAS_FUNCTION
,se,Px------y,I-HAS_FUNCTION
,steka,Vmpr3s,I-HAS_FUNCTION
,s,Sg,I-HAS_FUNCTION
,kraškega,Agpnsg,I-HAS_FUNCTION
,površja,Ncnsg,I-HAS_FUNCTION
,v,Sa,I-HAS_FUNCTION
,podzemlje,Ncnsa,I-HAS_FUNCTION
,.,Z,O
Sentence: 606,Glavne,Agpfpn,O
,oblike,Ncfpn,O
,jamskega,Agpmsg,B-DEFINIENDUM
,skalnega,Agpmsg,I-DEFINIENDUM
,reliefa,Ncmsg,I-DEFINIENDUM
,so,Va-r3p-n,B-CONTAINS
,žlebovi,Ncmpn,I-CONTAINS
,in,Cc,I-CONTAINS
,žlebiči,Ncmpn,I-CONTAINS
,",",Z,I-CONTAINS
,kotlice,Ncfpn,I-CONTAINS
,in,Cc,I-CONTAINS
